oid,category
896038516,basketball
114597920,athletics
606174933,basketball
759680207,tennis
896714013,motosport
630596921,athletics
648146022,football
65274210,athletics
754440301,basketball
452666501,basketball
735630433,football
985913429,volleyball
120774419,martial_arts
632576821,motosport
646468605,martial_arts
738676239,esport
810354239,autosport
776866709,autosport
316814235,esport
931986732,volleyball
634077333,football
916678726,winter_sport
408612401,hockey
365447126,motosport
281906302,esport
221685408,extreme
364130824,winter_sport
302086720,extreme
546542921,martial_arts
325340028,hockey
469921116,motosport
905699705,hockey
868391013,motosport
961573518,football
341577834,boardgames
811784101,extreme
541587109,motosport
151529102,athletics
928894020,esport
209915730,esport
720955404,boardgames
551969303,martial_arts
191775103,basketball
825163019,athletics
720806404,hockey
805759210,extreme
527137328,football
61606616,basketball
306441436,autosport
31026914,winter_sport
470564924,football
523488132,tennis
58524106,basketball
158959036,motosport
476458720,autosport
522372909,extreme
607849319,extreme
170400932,martial_arts
143184126,athletics
194486402,winter_sport
413670930,extreme
730206900,hockey
379707522,motosport
344085216,boardgames
641530522,tennis
897494439,motosport
503681221,martial_arts
440346237,motosport
70553008,martial_arts
410728131,autosport
810227300,motosport
433717313,motosport
298821701,motosport
223960908,hockey
661402108,autosport
720356615,winter_sport
236809623,hockey
185122614,tennis
304707108,athletics
792960709,extreme
154343628,hockey
978152436,basketball
814396119,extreme
369624024,volleyball
985825903,winter_sport
315514611,extreme
733336612,football
346305901,football
501365320,basketball
436338111,winter_sport
441983510,athletics
952274232,football
577505103,esport
668998218,basketball
344085216,boardgames
688766528,motosport
406687238,esport
965009518,motosport
722293514,basketball
571684534,athletics
300585932,winter_sport
225676112,hockey
541034335,athletics
330574029,hockey
805618829,basketball
860103302,tennis
607642001,winter_sport
346305901,football
846845713,basketball
479245314,volleyball
372619507,martial_arts
525872608,football
58905212,basketball
555337026,tennis
320107038,hockey
488167739,hockey
882288416,volleyball
844717635,extreme
297310427,winter_sport
173869328,autosport
415737436,autosport
576742906,athletics
642194214,martial_arts
840855229,boardgames
739917704,extreme
326063102,football
642194214,martial_arts
95187032,martial_arts
491747007,football
695496003,martial_arts
152328435,winter_sport
874382204,tennis
337302933,motosport
165536929,basketball
738676239,esport
646468605,winter_sport
979631209,autosport
234810038,martial_arts
222647821,winter_sport
579828018,boardgames
691196826,hockey
567751832,motosport
889611806,esport
458257228,volleyball
995500139,boardgames
819163701,esport
875981233,autosport
356043123,martial_arts
97557113,boardgames
331980113,martial_arts
554812531,extreme
214726412,athletics
497868207,volleyball
113480613,boardgames
989889703,martial_arts
401592234,hockey
798648523,motosport
636606912,boardgames
923012209,volleyball
877807601,basketball
415671629,martial_arts
300585932,autosport
784721116,martial_arts
188914633,hockey
862074312,tennis
517616537,autosport
602470622,esport
618948831,extreme
554603131,volleyball
595894929,basketball
184029530,extreme
840855229,boardgames
655483127,boardgames
144893418,hockey
461294623,hockey
647248211,winter_sport
375680603,volleyball
479245314,volleyball
495993616,autosport
379173710,autosport
411813121,extreme
169233026,football
571009235,motosport
588021734,basketball
707684228,basketball
995560132,esport
587551436,motosport
3469228,hockey
837314116,hockey
219391807,volleyball
902709331,hockey
754440301,basketball
714234514,esport
410422939,basketball
409411512,winter_sport
656137117,martial_arts
840167802,volleyball
756811015,basketball
165629003,martial_arts
508598802,volleyball
438386826,athletics
74472119,martial_arts
347983522,hockey
912720600,esport
357831525,winter_sport
961334227,boardgames
667473433,boardgames
582543434,autosport
464496500,martial_arts
287813214,volleyball
911780335,winter_sport
686416229,athletics
842350816,motosport
236809623,hockey
401592234,hockey
239478110,esport
901212909,autosport
635660039,boardgames
732390927,athletics
181790608,football
791826507,motosport
560090914,esport
548773538,esport
334684635,hockey
590978210,volleyball
954498427,tennis
216104117,esport
300089423,extreme
743480114,esport
856701516,extreme
346979937,hockey
232405230,autosport
337485625,martial_arts
998565619,esport
369624024,basketball
625733917,volleyball
542840716,motosport
158241534,winter_sport
441420522,hockey
798959002,tennis
500485134,esport
1622114,athletics
638216721,football
298814214,basketball
788252431,winter_sport
242999722,autosport
256102315,tennis
189606914,martial_arts
197069007,motosport
965009518,motosport
171566920,boardgames
610968003,autosport
398016315,volleyball
732356326,extreme
325340028,football
375105823,esport
995696423,athletics
606729828,football
839750938,football
631961703,hockey
316814235,esport
300089423,extreme
262629904,tennis
768689220,athletics
69700733,athletics
322201813,basketball
742710000,hockey
631388434,boardgames
720806404,hockey
41755914,winter_sport
262649514,basketball
861838032,tennis
5196023,boardgames
588492128,boardgames
357831525,winter_sport
920712623,winter_sport
919849725,martial_arts
441807829,athletics
91524722,football
804059534,basketball
278333026,martial_arts
759592926,winter_sport
316651621,motosport
446957610,volleyball
845204133,tennis
714230505,esport
753336639,martial_arts
919983808,boardgames
916932407,basketball
811389738,hockey
282876503,motosport
757840314,football
337047403,winter_sport
494399433,extreme
383370828,athletics
129966125,winter_sport
584644404,esport
193127539,martial_arts
380828920,athletics
324896016,winter_sport
229925816,esport
483598913,hockey
657828704,extreme
107411906,winter_sport
493291122,autosport
810354239,autosport
590851410,volleyball
69883037,boardgames
738309006,hockey
776359438,tennis
459543124,hockey
579828018,boardgames
592013512,motosport
995614432,winter_sport
663123629,motosport
402635101,hockey
700305001,volleyball
634713829,extreme
201643838,football
883757433,tennis
777792529,football
517683527,motosport
876043310,hockey
441327302,motosport
375680603,volleyball
142013420,extreme
483598913,winter_sport
88967202,hockey
920626600,football
435422100,athletics
663177038,autosport
470564924,football
24580105,football
314730615,tennis
74653939,basketball
204886735,winter_sport
365401829,basketball
681992433,boardgames
313204506,basketball
704658637,volleyball
210153012,football
175060434,autosport
682868217,autosport
656218303,martial_arts
381979729,winter_sport
209418931,boardgames
200682408,tennis
523843812,football
261262031,motosport
261262031,motosport
776648409,extreme
188914633,football
592013512,motosport
750529123,esport
74514107,athletics
484770022,winter_sport
273559404,martial_arts
536209623,esport
429288632,volleyball
116718123,athletics
493996925,martial_arts
927852529,basketball
61541309,basketball
310358223,athletics
795681906,autosport
802298901,extreme
558547621,hockey
895774202,extreme
454798730,volleyball
17560220,winter_sport
452466036,martial_arts
947255416,football
81076006,hockey
380828920,athletics
185046019,volleyball
580528518,football
584526602,extreme
905511805,esport
630596921,athletics
784811821,winter_sport
441420522,hockey
755173525,football
349748832,football
199931007,basketball
256309326,autosport
422072501,hockey
788252431,football
380261015,esport
301803518,motosport
634162404,tennis
214283216,football
556662305,tennis
746261621,boardgames
51478403,winter_sport
663123629,motosport
720356615,martial_arts
378373822,athletics
629112306,tennis
940643711,volleyball
627428414,basketball
427947126,athletics
920584035,esport
368142822,autosport
261289836,volleyball
850390414,tennis
387687703,tennis
487455103,athletics
490004308,tennis
759680207,tennis
820117632,basketball
451045817,football
391708030,basketball
570742820,boardgames
59119226,athletics
989889703,martial_arts
472102715,boardgames
441420522,tennis
930930928,volleyball
331057512,martial_arts
685403029,basketball
890089427,extreme
789704301,motosport
81076006,hockey
359331738,hockey
135672811,motosport
38650222,basketball
898943337,boardgames
375105823,volleyball
178587519,basketball
810648433,volleyball
350509934,boardgames
21376113,boardgames
759095431,autosport
810689517,football
760657814,esport
610419433,esport
111852809,athletics
487455103,athletics
310965814,esport
768689220,athletics
390954924,athletics
55011619,tennis
867549202,boardgames
447899916,football
812009012,tennis
917918427,tennis
920077015,athletics
831253324,motosport
681523134,hockey
466949309,tennis
354506919,hockey
896187322,basketball
170400932,martial_arts
158877415,autosport
257167133,autosport
786309406,basketball
786445913,autosport
143686331,athletics
612800229,boardgames
151563426,volleyball
949032612,boardgames
816892913,martial_arts
261262031,motosport
207420208,autosport
369462436,winter_sport
45918031,athletics
645893435,motosport
108159118,esport
10887106,boardgames
64335022,martial_arts
506779112,basketball
901212909,motosport
830580618,hockey
21598420,motosport
348319536,football
201643838,football
268620839,winter_sport
744621104,football
505512209,martial_arts
815971707,motosport
484354931,volleyball
762386331,athletics
686416229,athletics
727066931,autosport
287237406,winter_sport
714230505,esport
757382404,football
542055201,winter_sport
502274308,volleyball
217866401,volleyball
74229233,tennis
491747007,football
975627500,esport
236154734,boardgames
138687307,athletics
527528908,boardgames
713499939,tennis
287813214,esport
349748832,football
985825903,winter_sport
483669103,motosport
296077903,extreme
986222017,volleyball
193979004,tennis
270174326,basketball
805618829,basketball
229230327,esport
173869328,autosport
722797307,tennis
398016315,volleyball
368422620,volleyball
628205320,tennis
283348024,athletics
516487717,extreme
303714903,motosport
573984210,hockey
656218303,martial_arts
532990915,hockey
898257011,volleyball
571717109,basketball
269600323,volleyball
219875603,basketball
393407803,boardgames
553924806,motosport
730917226,hockey
249455008,boardgames
544508231,athletics
309752232,volleyball
510577617,autosport
242999722,autosport
506779112,football
322842224,athletics
363011237,esport
39760922,basketball
169728316,boardgames
681167633,athletics
195814323,football
786639628,tennis
881759832,athletics
597756035,volleyball
789732331,winter_sport
378995810,football
378995810,athletics
905970800,volleyball
78576008,hockey
474818525,esport
943736224,esport
610555901,athletics
810672125,motosport
91524722,football
697977732,volleyball
293927219,boardgames
874382204,tennis
687457825,autosport
357132616,esport
919523134,tennis
869551220,esport
940100410,motosport
468180423,basketball
383370828,athletics
865148516,extreme
238670820,extreme
202788309,martial_arts
789662714,extreme
496382632,motosport
560223506,athletics
279774419,volleyball
363011237,esport
340097918,tennis
50755530,football
949871830,volleyball
992331419,motosport
483669103,motosport
752730414,extreme
770301717,basketball
189795528,extreme
458745710,extreme
94891029,esport
681511514,hockey
921213411,volleyball
590978210,volleyball
552093907,volleyball
378764037,winter_sport
36132108,tennis
522310908,volleyball
122842434,motosport
38686015,autosport
432881818,volleyball
551969303,football
991105434,motosport
698702413,hockey
606598308,hockey
720806404,hockey
916861034,football
354743016,martial_arts
901046514,tennis
533490409,athletics
477438405,boardgames
461848124,tennis
570673139,hockey
145846507,motosport
964964930,martial_arts
105994131,boardgames
370818707,winter_sport
269600323,winter_sport
406191709,motosport
504918307,winter_sport
277505118,football
645562129,athletics
726176124,hockey
961573518,football
447547920,hockey
325301301,athletics
169782234,autosport
493329800,basketball
918364537,winter_sport
177956109,motosport
73596624,football
820937225,autosport
88199013,winter_sport
593121209,winter_sport
954498427,tennis
177421413,esport
986222017,volleyball
369510408,hockey
750089226,hockey
738065626,autosport
979631209,autosport
926666129,motosport
795681906,autosport
985972400,extreme
864087326,winter_sport
992511734,hockey
852431225,martial_arts
901212909,winter_sport
378373822,martial_arts
988414209,motosport
458745710,extreme
324470724,motosport
435847516,hockey
438797216,tennis
716730813,athletics
341577834,boardgames
194486402,winter_sport
481125330,extreme
567098537,hockey
633244217,extreme
445450828,motosport
606886336,motosport
330574029,hockey
89039324,athletics
73983831,autosport
120860807,athletics
329730016,basketball
560285439,basketball
801563116,autosport
472265305,boardgames
151529102,extreme
361586808,esport
124259218,winter_sport
773612809,tennis
454456215,basketball
150043234,motosport
384272039,esport
621494509,winter_sport
64505925,hockey
770457906,volleyball
478085506,athletics
451105500,esport
839751918,tennis
18474206,autosport
354743016,martial_arts
548575926,martial_arts
687005007,football
952343224,boardgames
502677819,winter_sport
507262500,winter_sport
169728316,boardgames
484354931,volleyball
556172732,motosport
517149005,basketball
428895801,martial_arts
165033105,esport
169233026,basketball
681511514,hockey
461748703,basketball
178373718,boardgames
111348804,athletics
165244818,football
972972609,volleyball
149642906,tennis
649301435,martial_arts
655829522,autosport
258919913,esport
799507205,boardgames
252958212,winter_sport
480878817,winter_sport
445982121,athletics
788946507,tennis
279353929,martial_arts
776475030,winter_sport
698702413,hockey
533490409,extreme
227173108,boardgames
993241304,extreme
569162732,esport
523428729,hockey
893890239,hockey
154189203,tennis
46365838,esport
797106735,autosport
346973015,volleyball
619076639,martial_arts
657433221,winter_sport
947275916,boardgames
346973015,volleyball
464496500,extreme
976997634,autosport
290484631,winter_sport
41755914,winter_sport
11353014,athletics
310405313,boardgames
691699936,martial_arts
748139809,motosport
394896621,esport
495993616,autosport
236154734,boardgames
152682706,athletics
378373822,athletics
331980113,winter_sport
908844019,boardgames
916952214,football
452466036,martial_arts
657046535,boardgames
149638039,motosport
568705033,hockey
43669432,martial_arts
408679404,tennis
69666901,esport
180773232,esport
847243834,martial_arts
395353112,boardgames
958737102,extreme
331980113,extreme
474672934,autosport
281392706,martial_arts
805618829,basketball
965009518,motosport
171142708,boardgames
248992617,football
556172732,motosport
687005007,football
454798730,athletics
281392706,martial_arts
8589632,winter_sport
506647809,hockey
753204021,football
649867805,motosport
883911111,motosport
58842105,motosport
541204520,basketball
953755801,athletics
188871818,boardgames
840167802,volleyball
366534304,winter_sport
52719309,autosport
720971414,winter_sport
675949807,basketball
839030107,hockey
529216217,football
963669106,basketball
989889703,martial_arts
76441934,extreme
74472119,football
95581827,winter_sport
190675501,winter_sport
473008422,autosport
435511326,football
630596921,athletics
60784503,esport
253041238,autosport
139939618,martial_arts
222424935,football
9455401,hockey
597320201,athletics
720700227,winter_sport
586514133,winter_sport
701136424,basketball
883696318,boardgames
215529508,volleyball
325230734,volleyball
309347409,tennis
160156804,basketball
261138036,extreme
814144025,volleyball
416292708,hockey
647206032,winter_sport
419776727,football
769822207,volleyball
472265305,boardgames
552724006,volleyball
920808639,tennis
734377410,basketball
716233230,hockey
542055201,winter_sport
58842105,motosport
759095431,autosport
240148831,basketball
384272039,boardgames
515359008,extreme
663177038,autosport
497745905,athletics
402791408,tennis
713015830,esport
278333026,basketball
824743609,basketball
676903235,boardgames
575415307,winter_sport
486848704,football
472368600,basketball
580528518,football
655435538,autosport
614327734,motosport
720356615,martial_arts
919983808,boardgames
403183304,football
325140231,motosport
182556512,basketball
378995810,motosport
179271619,athletics
120384031,hockey
209418931,boardgames
742197116,tennis
763841310,basketball
920673602,winter_sport
750089226,hockey
982712506,winter_sport
678814727,football
826403605,basketball
996508807,athletics
313283508,football
484354931,volleyball
963933706,esport
988540723,extreme
384129821,extreme
735316620,volleyball
897875212,boardgames
379077831,boardgames
905970800,volleyball
15687720,boardgames
427405525,hockey
123458214,winter_sport
792993723,autosport
907389330,tennis
558547621,hockey
583812819,volleyball
752730414,winter_sport
337485625,tennis
650213926,autosport
178647735,boardgames
169781619,athletics
652151312,hockey
76945400,hockey
78116910,basketball
675338101,football
839826832,extreme
756352731,basketball
454798730,volleyball
761347628,volleyball
713757600,basketball
634162404,tennis
634520721,motosport
891594226,athletics
761417337,basketball
301803518,motosport
240148831,basketball
318513918,extreme
74214811,athletics
346300139,hockey
19561637,autosport
610555901,athletics
365511913,athletics
369250822,motosport
739917704,boardgames
577870231,basketball
629764426,motosport
831253324,motosport
652151312,winter_sport
835396802,football
891594226,athletics
315514611,motosport
181114224,winter_sport
289941403,hockey
158241534,winter_sport
703540237,athletics
312888017,martial_arts
972727229,motosport
907389330,esport
837411601,volleyball
944232732,hockey
837772112,autosport
555766013,hockey
503664137,volleyball
674662713,hockey
924380421,volleyball
780661336,motosport
694431706,athletics
909638205,esport
150654128,boardgames
972972609,volleyball
818786025,football
682407200,extreme
303714903,motosport
628940512,basketball
704448708,winter_sport
683008120,tennis
314850421,basketball
402522236,volleyball
377199730,motosport
621621214,tennis
981950805,hockey
720700227,volleyball
566933517,esport
349384717,basketball
708450700,motosport
391106101,extreme
618524109,motosport
370655126,tennis
289099909,winter_sport
22036439,athletics
271744519,martial_arts
473008422,autosport
734377410,martial_arts
985972400,motosport
232338336,winter_sport
751883304,basketball
995180722,tennis
175114936,autosport
636382901,athletics
570896400,winter_sport
299652135,martial_arts
439735436,volleyball
523701908,hockey
765370701,motosport
493152603,motosport
668998218,basketball
511045128,autosport
988540723,martial_arts
752762421,hockey
121492010,hockey
209979431,volleyball
76945400,hockey
261628215,hockey
26060618,autosport
720955404,boardgames
712883511,martial_arts
479245314,volleyball
269600323,winter_sport
74652019,football
375105823,esport
19978512,winter_sport
769774306,martial_arts
785209618,volleyball
923024638,motosport
856701516,extreme
964864035,volleyball
327734729,boardgames
757129532,volleyball
806147614,basketball
629887000,autosport
239478110,motosport
238482914,hockey
175060434,autosport
916341617,motosport
557277126,athletics
450530620,autosport
538422305,motosport
721281612,tennis
777001005,martial_arts
588021734,extreme
289454822,volleyball
577187937,athletics
590168531,winter_sport
164938627,athletics
240113404,football
995968829,volleyball
175917715,tennis
652140412,winter_sport
244390012,motosport
365401829,basketball
657659221,boardgames
768730237,hockey
182812727,boardgames
283290130,football
951099915,volleyball
700486922,boardgames
583649127,athletics
474818525,esport
12169210,extreme
545066315,autosport
979376404,boardgames
219875603,basketball
930446319,volleyball
154189203,tennis
504207431,winter_sport
95322821,motosport
31847117,winter_sport
953467218,winter_sport
459391931,esport
184939504,volleyball
27943630,football
657663118,boardgames
73854427,football
707684228,basketball
771189202,tennis
554812531,esport
563700604,martial_arts
216195912,winter_sport
677409936,boardgames
410422939,basketball
361586808,esport
811389738,extreme
676963316,esport
15535117,tennis
55011619,tennis
544399530,athletics
166496120,athletics
430070319,athletics
815971707,winter_sport
633667826,esport
901212909,motosport
358317602,athletics
215038522,football
458257228,volleyball
536209623,extreme
454456215,volleyball
584124420,esport
952343224,boardgames
472265305,boardgames
487517418,martial_arts
606598308,hockey
861991010,volleyball
679175615,volleyball
761152130,football
985972400,motosport
77725304,winter_sport
705531229,basketball
735913215,hockey
183393929,hockey
731751516,tennis
718731007,hockey
681724533,athletics
154884131,motosport
969939508,tennis
411875725,volleyball
973794208,extreme
4029918,football
369250822,motosport
624935922,football
248974925,martial_arts
956023416,volleyball
792993723,autosport
852431225,extreme
671359431,boardgames
249638431,hockey
958369610,tennis
419776727,football
676963316,esport
815971707,winter_sport
337669626,extreme
296077903,extreme
360316628,esport
446372811,motosport
77263526,winter_sport
949871830,volleyball
482188421,esport
248809911,esport
470430112,boardgames
455866804,tennis
91221831,football
824743609,basketball
99316638,volleyball
74069810,extreme
975407827,athletics
721356005,esport
758155538,football
703750536,autosport
615462028,basketball
982712506,winter_sport
277201523,esport
583304501,volleyball
123949320,football
168326828,football
283290130,football
21334510,hockey
415366032,volleyball
629112306,tennis
200809628,hockey
960406231,tennis
495216520,esport
331980113,martial_arts
282161237,hockey
369621326,hockey
315514611,martial_arts
580460700,athletics
32712332,autosport
502677819,winter_sport
130907226,athletics
178703607,athletics
648146022,football
182556512,basketball
354506919,football
749740303,esport
28000829,autosport
185251920,martial_arts
331057512,martial_arts
493152603,motosport
640825236,motosport
452717234,hockey
347076136,hockey
889611806,esport
206039507,boardgames
201632614,winter_sport
423620832,motosport
216451201,esport
996348826,athletics
613261001,martial_arts
470564924,hockey
864087326,winter_sport
257082031,boardgames
210625713,esport
995968829,volleyball
879807905,volleyball
403183304,football
175684103,esport
443233908,winter_sport
342217239,autosport
626724033,autosport
600699419,boardgames
973794208,motosport
636382901,athletics
961334227,boardgames
544238018,esport
607794406,martial_arts
880844709,athletics
332438024,esport
605027413,winter_sport
750089226,hockey
560223506,athletics
928466623,extreme
320128527,esport
54310919,volleyball
291959212,tennis
802109611,extreme
789732331,winter_sport
571068209,volleyball
641530522,tennis
490396703,extreme
128381701,volleyball
597803422,hockey
781534022,motosport
577505103,esport
222516037,martial_arts
960682626,martial_arts
909050028,volleyball
966922207,basketball
488476436,esport
500485134,athletics
910521609,winter_sport
884639615,autosport
206039507,boardgames
533687714,basketball
752762421,hockey
652151312,hockey
150717204,volleyball
734063839,winter_sport
299094039,basketball
105159200,football
502126414,autosport
128444506,tennis
307712117,autosport
911780335,martial_arts
500328511,autosport
571009235,hockey
760564339,extreme
753567210,hockey
645562129,athletics
151563426,volleyball
169233026,football
433430409,winter_sport
738676239,esport
250868121,basketball
60784503,martial_arts
995180722,tennis
177421413,esport
445450828,motosport
368142822,autosport
204512230,volleyball
950610502,athletics
755703839,esport
487517418,martial_arts
76441934,extreme
121007603,hockey
675028903,motosport
536631212,basketball
154620504,athletics
696763600,athletics
400888203,extreme
313283508,hockey
773612809,martial_arts
480925027,autosport
451045817,football
337302933,winter_sport
160156804,volleyball
38798826,autosport
358226131,extreme
47218323,athletics
703540237,athletics
168848407,esport
960607836,football
16717100,athletics
718310929,extreme
223858625,winter_sport
523488132,tennis
795835134,esport
954782222,autosport
444234900,tennis
162043401,basketball
971196736,martial_arts
111348804,athletics
647248211,martial_arts
897875212,boardgames
147828122,winter_sport
663123629,motosport
566933517,athletics
300376018,boardgames
673423735,motosport
819595634,autosport
268602925,volleyball
421579134,tennis
168326828,football
283348024,martial_arts
793925411,basketball
723736924,athletics
415903907,esport
892988615,martial_arts
607794406,martial_arts
682654027,winter_sport
611696517,football
627428414,basketball
912720600,football
469921116,motosport
636863230,boardgames
998565619,esport
202764639,basketball
898046305,volleyball
493152603,motosport
17950902,football
675028903,motosport
105309737,autosport
305580412,extreme
564459708,tennis
676822639,hockey
633814217,volleyball
888101600,athletics
868408610,autosport
632988709,motosport
119067016,football
845204133,tennis
640851311,martial_arts
709646319,tennis
183300802,football
177951629,hockey
637330135,esport
356229300,volleyball
467539521,martial_arts
613449708,basketball
199165412,basketball
536209623,extreme
222424935,esport
734377410,martial_arts
707243606,athletics
693990115,motosport
365401829,basketball
23220639,tennis
570673139,football
993159701,hockey
306441436,autosport
592013512,winter_sport
325340028,football
189795528,athletics
752730414,extreme
247313923,volleyball
347915320,motosport
661252506,boardgames
73983831,autosport
244140619,autosport
640045636,basketball
54524524,athletics
840855229,boardgames
914507310,autosport
356117301,tennis
474818525,esport
714230505,esport
910521609,winter_sport
821877603,extreme
618086409,esport
429186739,martial_arts
394507726,esport
618086409,esport
198786439,football
84609918,esport
923795310,winter_sport
358634928,motosport
992331419,autosport
121492010,hockey
428895801,esport
539465706,tennis
396395116,athletics
496382632,motosport
617202308,autosport
8600526,boardgames
694334802,football
433545839,martial_arts
563416735,winter_sport
74229233,tennis
474672934,autosport
468287808,boardgames
505512209,martial_arts
71193028,basketball
901640937,extreme
839030107,football
356117301,tennis
972799138,football
885137827,football
459058703,boardgames
905312229,athletics
947255416,football
22036439,athletics
698740800,basketball
549731702,motosport
253041238,autosport
683004715,hockey
358317602,athletics
965112735,boardgames
461578519,hockey
147224411,athletics
68218829,boardgames
538156330,athletics
129054431,football
43776826,extreme
618086409,esport
696044911,autosport
415497137,boardgames
579828018,boardgames
993241304,autosport
675267313,winter_sport
414510031,extreme
645893435,motosport
396395116,athletics
727066931,motosport
731388718,esport
142601735,winter_sport
529365418,boardgames
985913429,volleyball
249638431,hockey
927852529,basketball
848777023,hockey
916861034,martial_arts
335696332,extreme
910049717,athletics
223395512,boardgames
656741409,martial_arts
939794218,hockey
710293600,volleyball
698725904,hockey
934775902,boardgames
687615825,esport
223960908,hockey
293927219,esport
311641030,tennis
597216810,athletics
830464415,tennis
851180827,hockey
694334802,hockey
555020016,esport
506647809,esport
305580412,martial_arts
527755416,winter_sport
681992433,boardgames
732356326,basketball
943529000,martial_arts
162043401,football
428895801,martial_arts
657659221,boardgames
413319722,boardgames
471765201,boardgames
815797438,tennis
681523134,tennis
675028903,motosport
396395116,athletics
896686111,winter_sport
472361212,volleyball
923024638,martial_arts
5492000,boardgames
699833027,motosport
388468131,boardgames
758544537,athletics
996141322,extreme
432119824,esport
472368600,basketball
565820003,motosport
705531229,basketball
45822628,extreme
235819036,volleyball
834897309,volleyball
698702413,hockey
580543820,athletics
960208908,winter_sport
762386331,motosport
742720004,motosport
584124420,autosport
514263414,volleyball
410019910,tennis
769822207,volleyball
909050028,volleyball
108159118,esport
369349736,esport
409398311,hockey
776648409,martial_arts
130907226,athletics
629112306,tennis
789662714,extreme
781035303,esport
606193409,esport
340307719,extreme
540241108,athletics
3905302,boardgames
995560132,autosport
159445938,football
474628927,tennis
879807905,football
573720128,extreme
210734516,extreme
678814727,football
571821239,martial_arts
572841509,football
380846012,winter_sport
224117102,extreme
5492000,boardgames
762195413,athletics
424194001,athletics
491366739,winter_sport
855240530,esport
560223506,athletics
483581922,esport
920808639,volleyball
686389628,extreme
210153012,winter_sport
792993723,autosport
310690308,basketball
200854829,hockey
276303500,martial_arts
694561717,autosport
481791707,motosport
74653939,basketball
110567026,winter_sport
333629639,martial_arts
891104532,martial_arts
151688620,winter_sport
257167133,boardgames
982297104,autosport
652028722,football
896615205,extreme
300585932,autosport
358997321,motosport
518460505,autosport
704448708,winter_sport
675338101,football
480878817,martial_arts
721281612,tennis
121036012,boardgames
276213203,martial_arts
940100410,motosport
613949310,extreme
707243606,athletics
795681906,autosport
186210234,esport
474628927,tennis
967849804,football
683008120,tennis
526086705,volleyball
430070319,athletics
867549202,boardgames
116718123,athletics
138687307,athletics
87100822,martial_arts
300089423,extreme
151688620,winter_sport
624254822,volleyball
192169939,volleyball
340307719,volleyball
967832038,volleyball
574447328,hockey
77435832,extreme
94282806,esport
559886937,hockey
104166914,esport
930930928,hockey
864087326,winter_sport
310405313,boardgames
907707903,boardgames
384245413,athletics
289454822,volleyball
923436937,boardgames
982712506,winter_sport
91221831,boardgames
451119206,martial_arts
608008318,football
290484631,winter_sport
39708933,tennis
897875212,boardgames
793925411,basketball
94282806,esport
865148516,extreme
298821701,motosport
250868121,basketball
408612401,football
564459708,tennis
149638039,motosport
799841423,athletics
768730237,hockey
285028136,hockey
340319108,athletics
446957610,volleyball
24580105,football
411813121,extreme
635556508,volleyball
129966125,hockey
846379730,winter_sport
503681221,esport
354506919,hockey
77725304,autosport
789704301,motosport
529216217,football
871707112,motosport
914507310,autosport
192794930,football
356043123,martial_arts
722326419,volleyball
654534231,martial_arts
123069827,volleyball
512337707,tennis
596255402,motosport
415497137,boardgames
452717234,hockey
536016915,extreme
851180827,hockey
755703839,esport
175877702,winter_sport
416292708,autosport
429288632,volleyball
573474327,hockey
763019216,autosport
737880515,basketball
681167633,athletics
460819000,athletics
871203616,football
180428424,extreme
618178708,athletics
956023416,volleyball
466833200,volleyball
999112505,boardgames
729848700,athletics
753567210,hockey
251677902,autosport
942291028,autosport
690672834,football
158877415,autosport
157908500,tennis
459543124,hockey
675769234,winter_sport
97557113,boardgames
323016022,tennis
939038022,motosport
846845713,esport
337302933,motosport
348319536,football
58828435,basketball
657046535,boardgames
130522526,football
721356005,basketball
241032829,hockey
983658124,winter_sport
113904702,autosport
75344628,volleyball
358259418,tennis
964715800,martial_arts
880206236,tennis
452666501,basketball
573844036,basketball
128681434,boardgames
200682408,tennis
523427029,motosport
621582000,basketball
960208908,winter_sport
326063102,football
921937508,basketball
272013032,football
742720004,boardgames
876416825,tennis
165033105,esport
454456215,basketball
949245201,winter_sport
248182703,football
734773828,volleyball
294355703,martial_arts
818786025,football
503681221,esport
999374432,football
544399530,athletics
305659608,esport
793498528,martial_arts
169233026,football
73854427,winter_sport
980971909,football
353182908,autosport
464496500,martial_arts
362122526,basketball
277201523,esport
890990913,esport
38650222,boardgames
198566525,boardgames
543359603,motosport
322514905,autosport
377362103,football
921937508,basketball
405617038,winter_sport
681167633,athletics
589191234,martial_arts
610419433,esport
269499238,tennis
85626610,esport
125860219,hockey
143397604,athletics
336705925,boardgames
469446016,basketball
627299307,winter_sport
667473433,boardgames
623365639,hockey
635515629,tennis
609698935,motosport
698702413,hockey
742720004,boardgames
890219039,basketball
477358811,hockey
10353705,martial_arts
619136712,martial_arts
786441106,extreme
691885025,motosport
61811928,basketball
120359629,athletics
675221606,martial_arts
375922416,autosport
629764426,basketball
639255416,volleyball
627428414,basketball
959640114,football
465964406,esport
782971823,boardgames
597320201,extreme
571238225,winter_sport
433545839,esport
313283509,volleyball
66862529,esport
853317727,boardgames
188595930,autosport
529343505,hockey
256411415,autosport
300089423,extreme
231379431,basketball
462553428,hockey
152645515,boardgames
472361212,volleyball
234253423,extreme
368543725,extreme
630825516,winter_sport
527340032,hockey
732356326,basketball
451097605,winter_sport
789704301,motosport
963669106,extreme
454614417,esport
724468930,motosport
45822628,extreme
760657814,esport
540326921,boardgames
71369105,boardgames
365401829,basketball
824729512,athletics
592752039,football
